material,description,supplier,country_of_origin,unit_cost_eur,margin_pct,inventory_on_hand,safety_stock,avg_daily_demand,lead_time_days,shelf_life_days,days_on_hand,expected_price_change_pct,sole_source,incoterm,in_transit_units,in_transit_arrival_days
EXCIP445,Hypromellose,Caldic BV,NL,70.94,55.7,7576,4894,123.6,49,815,61.3,2.6,Y,FCA,1552,27
EXCIP446,Magnesium Stearate,Pfizer CentreOne,US,34.71,35.7,26393,3023,94.7,71,1243,278.7,10.3,N,DAP,0,0
EXCIP447,Croscarmellose Sodium,Zhejiang Huahai,CN,10.6,49.0,10615,4281,110.3,53,865,96.2,6.1,N,FOB,1601,45
EXCIP448,Lactose Monohydrate,Zhejiang Huahai,CN,32.47,22.9,7243,3263,106.1,32,1203,68.3,5.3,N,CIF,648,19
EXCIP449,Croscarmellose Sodium,DuPont,US,40.5,24.9,6300,1452,62.8,39,1052,100.3,11.4,N,DDP,0,0
EXCIP450,Magnesium Stearate,Caldic BV,NL,63.9,64.7,8303,2950,130.9,15,1310,63.4,1.1,N,FCA,468,7
CHEM451,Phosphate Buffer,Evonik,DE,29.91,48.7,2266,726,29.9,76,250,75.8,-0.3,N,FCA,295,16
CHEM452,Citric Acid,BASF SE,DE,25.08,23.8,5140,947,58.4,35,462,88.0,1.0,N,EXW,225,12
CHEM453,Sodium Chloride,DuPont,US,38.73,44.4,3637,462,43.8,78,221,83.0,7.3,N,DDP,0,0
CHEM454,Solvent A,Bayer,DE,3.04,21.9,5102,1790,64.8,49,404,78.7,-1.2,N,DAP,0,0
CHEM455,Phosphate Buffer,DSM,DE,12.36,28.2,1813,1266,49.6,74,285,36.6,-1.9,N,EXW,1052,25
CHEM456,Phosphate Buffer,Cipla Bulk,IN,33.14,55.9,3551,2113,70.8,17,4,50.2,4.7,N,CIF,209,7
CHEM457,Solvent B,Dr Reddy's,IN,28.32,44.7,1147,173,16.1,76,200,71.3,5.7,N,FOB,321,29
CHEM458,Solvent B,Flamma,IT,3.73,36.5,3474,610,53.1,55,291,65.4,-1.1,Y,FCA,655,20
CHEM459,Solvent A,Caldic BV,NL,12.89,46.0,4583,709,64.9,43,538,70.6,-0.7,N,FCA,806,18
CHEM460,Citric Acid,BASF SE,DE,21.03,42.0,7458,1566,67.1,39,3,111.2,3.7,N,EXW,577,8
CHEM461,Solvent B,SK Bioscience,KR,23.73,33.8,5109,1323,48.6,76,343,105.1,7.7,Y,CFR,393,9
CHEM462,Solvent B,Flamma,IT,34.46,54.1,20294,1667,69.3,71,405,292.8,-1.6,Y,DAP,0,0
CHEM463,Solvent A,Zhejiang Huahai,CN,38.05,63.9,6808,1984,72.0,24,493,94.6,3.2,Y,CFR,409,8
CHEM464,Solvent A,Solvay,BE,6.73,16.0,7116,2248,79.6,80,259,89.4,0.7,N,EXW,645,63
CHEM465,Citric Acid,Croda International,GB,16.92,19.8,2322,465,25.0,52,485,92.9,-1.8,N,DAP,0,0
CHEM466,Sodium Chloride,DSM,DE,23.68,55.4,1058,1291,71.5,62,324,14.8,3.2,N,FCA,982,17
CHEM467,Solvent B,Bayer,DE,3.91,15.6,1393,382,18.7,75,308,74.5,3.1,Y,EXW,207,7
CHEM468,Solvent A,Divi's Labs,IN,5.64,55.0,4025,711,41.9,32,203,96.1,8.2,Y,CIF,245,31
CHEM469,Phosphate Buffer,Bayer,DE,26.26,22.0,4930,1250,46.5,29,334,106.0,3.9,N,FCA,178,13
CHEM470,Sodium Chloride,Divi's Labs,IN,16.54,28.1,5348,1929,76.4,45,227,70.0,2.0,N,CIF,307,19
CHEM471,Sodium Chloride,UCB,BE,14.08,27.2,481,66,5.4,54,410,89.2,-0.4,N,DAP,0,0
CHEM472,Solvent A,UCB,BE,38.36,24.5,1507,257,18.7,47,214,80.6,1.7,N,FCA,230,37
CHEM473,Solvent A,Mitsui Chemicals,JP,32.58,51.0,1084,588,31.9,35,342,34.0,-2.0,Y,DAP,0,0
CHEM474,Phosphate Buffer,Mitsui Chemicals,JP,23.35,32.1,1543,1101,47.8,81,345,32.3,2.2,N,DAP,0,0
CHEM475,Citric Acid,Esteve,ES,18.27,36.3,8802,1362,79.3,67,335,111.0,1.2,Y,DAP,0,0
CHEM476,Sodium Chloride,Lupin China,CN,9.54,51.4,2441,1324,59.0,33,0,41.4,3.9,Y,CFR,316,6
CHEM477,Sodium Chloride,Lupin China,CN,19.48,64.5,3908,908,42.9,51,232,91.1,6.0,N,CFR,282,6
CHEM478,Potassium Carbonate,Pfizer CentreOne,US,30.5,34.1,4545,654,49.9,32,430,91.1,6.4,N,FCA,337,10
CHEM479,Phosphate Buffer,Merck KGaA,DE,6.31,39.3,1553,530,28.4,48,356,54.7,-0.6,N,EXW,256,8
CHEM480,Phosphate Buffer,Esteve,ES,33.85,43.3,3287,569,53.0,27,240,62.0,3.6,Y,DAP,0,0
CHEM481,Citric Acid,Zhejiang Hisun,IN,33.66,25.2,2952,1051,37.2,41,414,79.4,6.8,Y,CIF,185,36
CHEM482,Sodium Chloride,Evonik,DE,28.77,37.7,4272,1766,67.9,19,190,62.9,-0.7,N,FCA,320,5
CHEM483,Potassium Carbonate,Zhejiang Huahai,CN,26.94,52.5,744,144,9.4,72,211,79.3,7.6,N,CFR,112,69
CHEM484,Citric Acid,Janssen,BE,29.35,61.4,226,923,73.1,89,469,3.1,-0.3,N,DAP,0,0
CHEM485,Citric Acid,Caldic BV,NL,21.82,23.1,7049,1412,59.2,20,305,119.1,-1.1,N,DAP,0,0
CHEM486,Solvent A,DuPont,US,7.8,49.6,3804,1035,42.9,54,396,88.7,5.8,N,DDP,0,0
CHEM487,Phosphate Buffer,DSM,DE,9.0,57.3,4041,725,48.4,44,524,83.5,0.8,N,EXW,610,19
CHEM488,Solvent A,Esteve,ES,7.73,50.7,8309,1946,70.5,82,282,117.9,3.7,N,FCA,1628,43
CHEM489,Solvent B,Hutchison MediPharma,CN,31.0,36.7,1435,422,25.5,51,362,56.3,5.5,N,CFR,245,28
CHEM490,Solvent B,DSM,DE,15.64,36.6,1467,490,20.4,56,198,71.9,2.2,N,DAP,0,0
CHEM491,Potassium Carbonate,DSM,NL,35.28,29.6,2664,1089,39.7,67,451,67.1,3.3,Y,EXW,449,12
CHEM492,Potassium Carbonate,Alpek Polyester,MX,7.19,46.3,2054,636,28.9,24,465,71.1,1.3,Y,FCA,210,8
CHEM493,Phosphate Buffer,DSM,NL,21.94,24.7,3713,840,59.3,87,256,62.6,2.6,Y,FCA,1075,82
CHEM494,Citric Acid,Merck KGaA,DE,9.71,58.9,4937,1167,56.8,39,461,86.9,-1.9,Y,FCA,284,18
CHEM495,Solvent A,Flamma,IT,17.62,37.1,5278,290,13.2,83,362,399.9,3.1,N,FCA,267,43
CHEM496,Solvent A,Eternal Materials,US,10.57,22.7,4365,1344,56.8,49,286,76.9,6.9,N,DDP,0,0
CHEM497,Sodium Chloride,DSM,NL,30.38,38.6,3616,1438,59.3,52,445,61.0,-0.4,N,DAP,0,0
CHEM498,Potassium Carbonate,Pfizer CentreOne,US,29.97,62.7,2717,1550,70.0,44,384,38.8,2.5,Y,DAP,0,0
CHEM499,Potassium Carbonate,Zhejiang Huahai,CN,11.38,32.4,6144,1691,61.8,49,530,99.4,4.5,N,CFR,581,5
CHEM500,Phosphate Buffer,Caldic BV,NL,34.27,23.0,2085,1292,68.6,14,314,30.4,3.5,N,EXW,174,10
